entry,at,order
"-- starting hand #279 (id: horrspkmmht9)  No Limit Texas Hold'em (dealer: ""女神异闻录 @ vYgaUXvtJ2"") --",2026-02-15T09:50:55.231Z,177114905523100
"-- ending hand #278 --",2026-02-15T09:50:49.224Z,177114904922402
"""Qitong @ qrks3Lg6bS"" collected 210 from pot with Three of a Kind, 10's (combination: 7♣, A♣, 10♠, 10♥, 10♣)",2026-02-15T09:50:49.224Z,177114904922401
"""Qitong @ qrks3Lg6bS"" shows a A♣, 4♠.",2026-02-15T09:50:49.224Z,177114904922400
"""小姚阿姨 @ 3w343W1v3j"" calls 70",2026-02-15T09:50:48.364Z,177114904836400
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T09:50:45.068Z,177114904506800
"""Qitong @ qrks3Lg6bS"" bets 70",2026-02-15T09:50:43.039Z,177114904303900
"River: 10♠, 7♣, 5♦, 10♥ [10♣]",2026-02-15T09:50:39.285Z,177114903928500
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T09:50:38.473Z,177114903847300
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T09:50:32.109Z,177114903210900
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T09:50:30.169Z,177114903016900
"Turn: 10♠, 7♣, 5♦ [10♥]",2026-02-15T09:50:27.798Z,177114902779800
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T09:50:26.955Z,177114902695500
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T09:50:23.140Z,177114902314000
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T09:50:21.668Z,177114902166800
"Flop:  [10♠, 7♣, 5♦]",2026-02-15T09:50:18.859Z,177114901885900
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T09:50:17.993Z,177114901799300
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T09:50:15.952Z,177114901595200
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T09:50:14.745Z,177114901474500
"""Wesley @ 4KT6D07Q4u"" calls 20",2026-02-15T09:50:10.827Z,177114901082700
"""Qitong @ qrks3Lg6bS"" posts a big blind of 20",2026-02-15T09:50:07.862Z,177114900786207
"""女神异闻录 @ vYgaUXvtJ2"" posts a small blind of 10",2026-02-15T09:50:07.862Z,177114900786206
"Your hand is K♦, 2♠",2026-02-15T09:50:07.862Z,177114900786204
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (11824) | #2 ""小姚阿姨 @ 3w343W1v3j"" (13075) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (22924) | #10 ""Qitong @ qrks3Lg6bS"" (10729)",2026-02-15T09:50:07.862Z,177114900786201
"-- starting hand #278 (id: f2u4oolmgd64)  No Limit Texas Hold'em (dealer: ""小姚阿姨 @ 3w343W1v3j"") --",2026-02-15T09:50:07.862Z,177114900786200
"-- ending hand #277 --",2026-02-15T09:50:04.928Z,177114900492802
"""女神异闻录 @ vYgaUXvtJ2"" collected 40 from pot",2026-02-15T09:50:04.928Z,177114900492801
"Uncalled bet of 200 returned to ""女神异闻录 @ vYgaUXvtJ2""",2026-02-15T09:50:04.928Z,177114900492800
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T09:50:04.110Z,177114900411000
"""女神异闻录 @ vYgaUXvtJ2"" bets 200",2026-02-15T09:50:02.481Z,177114900248100
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T09:49:58.666Z,177114899866600
"River: A♦, 8♠, K♠, 9♦ [7♠]",2026-02-15T09:49:56.205Z,177114899620500
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T09:49:55.387Z,177114899538700
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T09:49:53.798Z,177114899379800
"Turn: A♦, 8♠, K♠ [9♦]",2026-02-15T09:49:52.381Z,177114899238100
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T09:49:51.569Z,177114899156900
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T09:49:50.389Z,177114899038900
"Flop:  [A♦, 8♠, K♠]",2026-02-15T09:49:47.270Z,177114898727000
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T09:49:46.432Z,177114898643200
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T09:49:39.559Z,177114897955900
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T09:49:38.378Z,177114897837800
"""Qitong @ qrks3Lg6bS"" folds",2026-02-15T09:49:37.178Z,177114897717800
"""女神异闻录 @ vYgaUXvtJ2"" posts a big blind of 20",2026-02-15T09:49:33.968Z,177114897396807
"""小姚阿姨 @ 3w343W1v3j"" posts a small blind of 10",2026-02-15T09:49:33.968Z,177114897396806
"Your hand is 5♠, 6♦",2026-02-15T09:49:33.968Z,177114897396804
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (11824) | #2 ""小姚阿姨 @ 3w343W1v3j"" (13095) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (22904) | #10 ""Qitong @ qrks3Lg6bS"" (10729)",2026-02-15T09:49:33.968Z,177114897396801
"-- starting hand #277 (id: 0zlich2whoaq)  No Limit Texas Hold'em (dealer: ""Wesley @ 4KT6D07Q4u"") --",2026-02-15T09:49:33.968Z,177114897396800
"""Qitong @ qrks3Lg6bS"" shows a A♠, A♥.",2026-02-15T09:49:32.601Z,177114897260100
"-- ending hand #276 --",2026-02-15T09:49:30.364Z,177114897036402
"""Qitong @ qrks3Lg6bS"" collected 1980 from pot",2026-02-15T09:49:30.364Z,177114897036401
"Uncalled bet of 1980 returned to ""Qitong @ qrks3Lg6bS""",2026-02-15T09:49:30.364Z,177114897036400
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T09:49:29.509Z,177114896950900
"""Qitong @ qrks3Lg6bS"" bets 1980",2026-02-15T09:49:28.211Z,177114896821100
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T09:49:24.993Z,177114896499300
"River: 8♣, 8♠, 5♣, K♦ [8♥]",2026-02-15T09:49:21.358Z,177114896135800
"""小姚阿姨 @ 3w343W1v3j"" calls 660",2026-02-15T09:49:20.548Z,177114896054800
"""Qitong @ qrks3Lg6bS"" bets 660",2026-02-15T09:49:19.170Z,177114895917000
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T09:49:13.459Z,177114895345900
"Turn: 8♣, 8♠, 5♣ [K♦]",2026-02-15T09:49:10.245Z,177114895024500
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T09:49:09.405Z,177114894940500
"""Qitong @ qrks3Lg6bS"" calls 210",2026-02-15T09:49:03.852Z,177114894385200
"""小姚阿姨 @ 3w343W1v3j"" bets 210",2026-02-15T09:49:02.056Z,177114894205600
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T09:48:46.753Z,177114892675300
"Flop:  [8♣, 8♠, 5♣]",2026-02-15T09:48:45.224Z,177114892522400
"""小姚阿姨 @ 3w343W1v3j"" calls 80",2026-02-15T09:48:44.371Z,177114892437100
"""Wesley @ 4KT6D07Q4u"" calls 80",2026-02-15T09:48:43.065Z,177114892306500
"""Qitong @ qrks3Lg6bS"" raises to 80",2026-02-15T09:48:36.557Z,177114891655700
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T09:48:30.912Z,177114891091200
"""小姚阿姨 @ 3w343W1v3j"" posts a big blind of 20",2026-02-15T09:48:28.427Z,177114890842707
"""Wesley @ 4KT6D07Q4u"" posts a small blind of 10",2026-02-15T09:48:28.427Z,177114890842706
"Your hand is 2♣, 9♦",2026-02-15T09:48:28.427Z,177114890842704
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (11904) | #2 ""小姚阿姨 @ 3w343W1v3j"" (14045) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (22904) | #10 ""Qitong @ qrks3Lg6bS"" (9699)",2026-02-15T09:48:28.427Z,177114890842701
"-- starting hand #276 (id: lwzyckiyl1jk)  No Limit Texas Hold'em (dealer: ""Qitong @ qrks3Lg6bS"") --",2026-02-15T09:48:28.427Z,177114890842700
"-- ending hand #275 --",2026-02-15T09:48:22.422Z,177114890242203
"""小姚阿姨 @ 3w343W1v3j"" collected 60 from pot with Pair, 9's (combination: Q♥, K♣, A♣, 9♦, 9♣)",2026-02-15T09:48:22.422Z,177114890242202
"""小姚阿姨 @ 3w343W1v3j"" shows a K♣, 3♦.",2026-02-15T09:48:22.422Z,177114890242201
"""Qitong @ qrks3Lg6bS"" shows a 10♥, 7♦.",2026-02-15T09:48:22.422Z,177114890242200
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T09:48:21.612Z,177114890161200
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T09:48:20.482Z,177114890048200
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T09:48:18.832Z,177114889883200
"River: A♣, 9♦, 5♠, Q♥ [9♣]",2026-02-15T09:48:17.032Z,177114889703200
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T09:48:16.218Z,177114889621800
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T09:48:15.013Z,177114889501300
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T09:48:12.632Z,177114889263200
"Turn: A♣, 9♦, 5♠ [Q♥]",2026-02-15T09:48:10.735Z,177114889073500
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T09:48:09.884Z,177114888988400
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T09:48:08.546Z,177114888854600
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T09:48:04.662Z,177114888466200
"Flop:  [A♣, 9♦, 5♠]",2026-02-15T09:48:02.885Z,177114888288500
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T09:48:02.054Z,177114888205400
"""Qitong @ qrks3Lg6bS"" calls 20",2026-02-15T09:48:00.842Z,177114888084200
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T09:47:59.182Z,177114887918200
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T09:47:45.960Z,177114886596000
"""Wesley @ 4KT6D07Q4u"" posts a big blind of 20",2026-02-15T09:47:43.654Z,177114886365407
"""Qitong @ qrks3Lg6bS"" posts a small blind of 10",2026-02-15T09:47:43.654Z,177114886365406
"Your hand is 2♣, 5♦",2026-02-15T09:47:43.654Z,177114886365404
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (11924) | #2 ""小姚阿姨 @ 3w343W1v3j"" (14005) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (22904) | #10 ""Qitong @ qrks3Lg6bS"" (9719)",2026-02-15T09:47:43.654Z,177114886365401
"-- starting hand #275 (id: ymnvmzfwfp7a)  No Limit Texas Hold'em (dealer: ""女神异闻录 @ vYgaUXvtJ2"") --",2026-02-15T09:47:43.654Z,177114886365400
"-- ending hand #274 --",2026-02-15T09:47:40.707Z,177114886070702
"""小姚阿姨 @ 3w343W1v3j"" collected 240 from pot",2026-02-15T09:47:40.707Z,177114886070701
"Uncalled bet of 210 returned to ""小姚阿姨 @ 3w343W1v3j""",2026-02-15T09:47:40.707Z,177114886070700
"""Qitong @ qrks3Lg6bS"" folds",2026-02-15T09:47:39.901Z,177114885990100
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T09:47:37.952Z,177114885795200
"""小姚阿姨 @ 3w343W1v3j"" bets 210",2026-02-15T09:47:25.365Z,177114884536500
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T09:47:20.282Z,177114884028200
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T09:47:18.627Z,177114883862700
"Flop:  [5♠, 10♥, K♠]",2026-02-15T09:47:14.387Z,177114883438700
"""女神异闻录 @ vYgaUXvtJ2"" calls 80",2026-02-15T09:47:13.583Z,177114883358300
"""小姚阿姨 @ 3w343W1v3j"" calls 80",2026-02-15T09:47:07.533Z,177114882753300
"""Qitong @ qrks3Lg6bS"" raises to 80",2026-02-15T09:47:05.266Z,177114882526600
"""女神异闻录 @ vYgaUXvtJ2"" calls 20",2026-02-15T09:47:00.365Z,177114882036500
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T09:46:54.300Z,177114881430000
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T09:46:52.607Z,177114881260700
"""Qitong @ qrks3Lg6bS"" posts a big blind of 20",2026-02-15T09:46:46.704Z,177114880670407
"""女神异闻录 @ vYgaUXvtJ2"" posts a small blind of 10",2026-02-15T09:46:46.704Z,177114880670406
"Your hand is A♥, 5♦",2026-02-15T09:46:46.704Z,177114880670404
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (11924) | #2 ""小姚阿姨 @ 3w343W1v3j"" (13845) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (22984) | #10 ""Qitong @ qrks3Lg6bS"" (9799)",2026-02-15T09:46:46.704Z,177114880670401
"-- starting hand #274 (id: bqxwxujks6e7)  No Limit Texas Hold'em (dealer: ""小姚阿姨 @ 3w343W1v3j"") --",2026-02-15T09:46:46.704Z,177114880670400
"-- ending hand #273 --",2026-02-15T09:46:43.798Z,177114880379802
"""Qitong @ qrks3Lg6bS"" collected 880 from pot",2026-02-15T09:46:43.798Z,177114880379801
"Uncalled bet of 880 returned to ""Qitong @ qrks3Lg6bS""",2026-02-15T09:46:43.798Z,177114880379800
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T09:46:42.987Z,177114880298700
"""Qitong @ qrks3Lg6bS"" raises to 1090",2026-02-15T09:46:33.378Z,177114879337800
"""小姚阿姨 @ 3w343W1v3j"" bets 210",2026-02-15T09:46:30.190Z,177114879019000
"Flop:  [7♣, 2♦, 8♦]",2026-02-15T09:46:24.235Z,177114878423500
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T09:46:23.429Z,177114878342900
"""Qitong @ qrks3Lg6bS"" calls 210",2026-02-15T09:46:22.211Z,177114878221100
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T09:46:20.489Z,177114878048900
"""小姚阿姨 @ 3w343W1v3j"" raises to 210",2026-02-15T09:46:11.441Z,177114877144100
"""Wesley @ 4KT6D07Q4u"" calls 20",2026-02-15T09:46:07.375Z,177114876737500
"""Qitong @ qrks3Lg6bS"" calls 20",2026-02-15T09:46:06.281Z,177114876628100
"""女神异闻录 @ vYgaUXvtJ2"" posts a big blind of 20",2026-02-15T09:46:04.614Z,177114876461407
"""小姚阿姨 @ 3w343W1v3j"" posts a small blind of 10",2026-02-15T09:46:04.614Z,177114876461406
"Your hand is 3♠, 4♣",2026-02-15T09:46:04.614Z,177114876461404
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (11944) | #2 ""小姚阿姨 @ 3w343W1v3j"" (14265) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (23004) | #10 ""Qitong @ qrks3Lg6bS"" (9339)",2026-02-15T09:46:04.614Z,177114876461401
"-- starting hand #273 (id: 4x9ejd6rtm7p)  No Limit Texas Hold'em (dealer: ""Wesley @ 4KT6D07Q4u"") --",2026-02-15T09:46:04.614Z,177114876461400
"-- ending hand #272 --",2026-02-15T09:45:58.599Z,177114875859904
"""Qitong @ qrks3Lg6bS"" collected 1030 from pot with Pair, 7's (combination: 9♥, 10♣, A♦, 7♥, 7♦)",2026-02-15T09:45:58.599Z,177114875859903
"""Qitong @ qrks3Lg6bS"" shows a 10♣, 7♥.",2026-02-15T09:45:58.599Z,177114875859902
"""女神异闻录 @ vYgaUXvtJ2"" shows a Q♣, J♣.",2026-02-15T09:45:58.599Z,177114875859901
"""小姚阿姨 @ 3w343W1v3j"" shows a 6♥, 4♠.",2026-02-15T09:45:58.599Z,177114875859900
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T09:45:57.781Z,177114875778100
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T09:45:56.038Z,177114875603800
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T09:45:46.576Z,177114874657600
"River: 7♦, 5♣, A♦, 9♥ [2♦]",2026-02-15T09:45:44.103Z,177114874410300
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T09:45:43.291Z,177114874329100
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T09:45:41.745Z,177114874174500
"""小姚阿姨 @ 3w343W1v3j"" checks",2026-02-15T09:45:40.552Z,177114874055200
"Turn: 7♦, 5♣, A♦ [9♥]",2026-02-15T09:45:37.768Z,177114873776800
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T09:45:36.924Z,177114873692400
"""Qitong @ qrks3Lg6bS"" calls 210",2026-02-15T09:45:34.687Z,177114873468700
"""女神异闻录 @ vYgaUXvtJ2"" calls 210",2026-02-15T09:45:32.497Z,177114873249700
"""小姚阿姨 @ 3w343W1v3j"" bets 210",2026-02-15T09:45:30.616Z,177114873061600
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T09:45:24.357Z,177114872435700
"Flop:  [7♦, 5♣, A♦]",2026-02-15T09:45:22.856Z,177114872285600
"""小姚阿姨 @ 3w343W1v3j"" calls 100",2026-02-15T09:45:22.049Z,177114872204900
"""Wesley @ 4KT6D07Q4u"" calls 100",2026-02-15T09:45:19.923Z,177114871992300
"""Qitong @ qrks3Lg6bS"" calls 100",2026-02-15T09:45:18.768Z,177114871876800
"""女神异闻录 @ vYgaUXvtJ2"" raises to 100",2026-02-15T09:45:16.586Z,177114871658600
"""小姚阿姨 @ 3w343W1v3j"" posts a big blind of 20",2026-02-15T09:45:11.415Z,177114871141507
"""Wesley @ 4KT6D07Q4u"" posts a small blind of 10",2026-02-15T09:45:11.415Z,177114871141506
"Your hand is Q♣, J♣",2026-02-15T09:45:11.415Z,177114871141504
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (12044) | #2 ""小姚阿姨 @ 3w343W1v3j"" (14575) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (23314) | #10 ""Qitong @ qrks3Lg6bS"" (8619)",2026-02-15T09:45:11.415Z,177114871141501
"-- starting hand #272 (id: jhafmfyoo3pd)  No Limit Texas Hold'em (dealer: ""Qitong @ qrks3Lg6bS"") --",2026-02-15T09:45:11.415Z,177114871141500
"""Qitong @ qrks3Lg6bS"" shows a 9♦.",2026-02-15T09:45:10.074Z,177114871007400
"-- ending hand #271 --",2026-02-15T09:45:07.752Z,177114870775202
"""Qitong @ qrks3Lg6bS"" collected 2440 from pot",2026-02-15T09:45:07.752Z,177114870775201
"Uncalled bet of 6179 returned to ""Qitong @ qrks3Lg6bS""",2026-02-15T09:45:07.752Z,177114870775200
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T09:45:06.887Z,177114870688700
"""小姚阿姨 @ 3w343W1v3j"" folds",2026-02-15T09:45:05.723Z,177114870572300
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T09:45:02.675Z,177114870267500
"""Qitong @ qrks3Lg6bS"" bets 6179 and go all in",2026-02-15T09:44:48.498Z,177114868849800
"Flop:  [9♣, 5♥, 3♥]",2026-02-15T09:44:37.948Z,177114867794800
"""Wesley @ 4KT6D07Q4u"" calls 610",2026-02-15T09:44:37.139Z,177114867713900
"""Qitong @ qrks3Lg6bS"" calls 610",2026-02-15T09:44:35.451Z,177114867545100
"""女神异闻录 @ vYgaUXvtJ2"" calls 610",2026-02-15T09:44:33.587Z,177114867358700
"""小姚阿姨 @ 3w343W1v3j"" raises to 610",2026-02-15T09:44:31.034Z,177114867103400
"""Wesley @ 4KT6D07Q4u"" calls 120",2026-02-15T09:44:25.969Z,177114866596900
"""Qitong @ qrks3Lg6bS"" calls 120",2026-02-15T09:44:24.801Z,177114866480100
"""女神异闻录 @ vYgaUXvtJ2"" raises to 120",2026-02-15T09:44:22.065Z,177114866206500
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T09:44:14.293Z,177114865429300
"""Wesley @ 4KT6D07Q4u"" posts a big blind of 20",2026-02-15T09:44:10.123Z,177114865012308
"""Qitong @ qrks3Lg6bS"" posts a small blind of 10",2026-02-15T09:44:10.123Z,177114865012307
"Your hand is 8♣, 8♥",2026-02-15T09:44:10.123Z,177114865012305
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (12654) | #2 ""小姚阿姨 @ 3w343W1v3j"" (15185) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (23924) | #10 ""Qitong @ qrks3Lg6bS"" (6789)",2026-02-15T09:44:10.123Z,177114865012302
"-- starting hand #271 (id: mjlx39mcwm3d)  No Limit Texas Hold'em (dealer: ""女神异闻录 @ vYgaUXvtJ2"") --",2026-02-15T09:44:10.123Z,177114865012301
"The player ""大炮弟 @ 71ayGh_gzu"" stand up with the stack of 3684.",2026-02-15T09:44:10.123Z,177114865012300
"-- ending hand #270 --",2026-02-15T09:44:04.116Z,177114864411602
"""小姚阿姨 @ 3w343W1v3j"" collected 7040 from pot with Flush, Q High (combination: 2♣, 5♣, 6♣, 7♣, Q♣)",2026-02-15T09:44:04.116Z,177114864411601
"""小姚阿姨 @ 3w343W1v3j"" shows a 6♣, 5♣.",2026-02-15T09:44:04.116Z,177114864411600
"""Wesley @ 4KT6D07Q4u"" calls 2100",2026-02-15T09:44:03.260Z,177114864326000
"""小姚阿姨 @ 3w343W1v3j"" bets 2100",2026-02-15T09:43:55.631Z,177114863563100
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T09:43:43.468Z,177114862346800
"River: 2♣, Q♣, 7♣, J♠ [A♠]",2026-02-15T09:43:42.046Z,177114862204600
"""Wesley @ 4KT6D07Q4u"" calls 810",2026-02-15T09:43:41.222Z,177114862122200
"""小姚阿姨 @ 3w343W1v3j"" bets 810",2026-02-15T09:43:38.350Z,177114861835000
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T09:43:33.924Z,177114861392400
"Turn: 2♣, Q♣, 7♣ [J♠]",2026-02-15T09:43:32.715Z,177114861271500
"""Wesley @ 4KT6D07Q4u"" calls 410",2026-02-15T09:43:31.889Z,177114861188900
"""Qitong @ qrks3Lg6bS"" folds",2026-02-15T09:43:29.204Z,177114860920400
"""小姚阿姨 @ 3w343W1v3j"" bets 410",2026-02-15T09:43:26.110Z,177114860611000
"""Wesley @ 4KT6D07Q4u"" checks",2026-02-15T09:43:14.538Z,177114859453800
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T09:43:11.096Z,177114859109600
"Flop:  [2♣, Q♣, 7♣]",2026-02-15T09:43:08.617Z,177114858861700
"""Qitong @ qrks3Lg6bS"" calls 130",2026-02-15T09:43:07.782Z,177114858778200
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T09:43:06.406Z,177114858640600
"""大炮弟 @ 71ayGh_gzu"" folds",2026-02-15T09:43:05.217Z,177114858521700
"""小姚阿姨 @ 3w343W1v3j"" calls 130",2026-02-15T09:43:04.109Z,177114858410900
"""Wesley @ 4KT6D07Q4u"" raises to 130",2026-02-15T09:43:02.087Z,177114858208700
"""Qitong @ qrks3Lg6bS"" posts a big blind of 20",2026-02-15T09:42:57.574Z,177114857757408
"""女神异闻录 @ vYgaUXvtJ2"" posts a small blind of 10",2026-02-15T09:42:57.574Z,177114857757407
"Your hand is 4♦, 8♣",2026-02-15T09:42:57.574Z,177114857757405
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (16104) | #2 ""小姚阿姨 @ 3w343W1v3j"" (11595) | #8 ""大炮弟 @ 71ayGh_gzu"" (3684) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (23934) | #10 ""Qitong @ qrks3Lg6bS"" (6919)",2026-02-15T09:42:57.574Z,177114857757401
"-- starting hand #270 (id: penrwdqqe8l8)  No Limit Texas Hold'em (dealer: ""大炮弟 @ 71ayGh_gzu"") --",2026-02-15T09:42:57.574Z,177114857757400
"-- ending hand #269 --",2026-02-15T09:42:51.567Z,177114857156702
"""小姚阿姨 @ 3w343W1v3j"" collected 6576 from pot with Straight, 6 High (combination: 2♥, 3♦, 4♦, 5♣, 6♦)",2026-02-15T09:42:51.567Z,177114857156701
"""小姚阿姨 @ 3w343W1v3j"" shows a 3♦, 6♦.",2026-02-15T09:42:51.567Z,177114857156700
"""Qitong @ qrks3Lg6bS"" calls 1999",2026-02-15T09:42:50.729Z,177114857072900
"""小姚阿姨 @ 3w343W1v3j"" bets 1999",2026-02-15T09:42:37.749Z,177114855774900
"""Qitong @ qrks3Lg6bS"" checks",2026-02-15T09:42:32.209Z,177114855220900
"River: 2♥, 4♦, Q♦, 5♣ [10♥]",2026-02-15T09:42:29.281Z,177114854928100
"""Qitong @ qrks3Lg6bS"" calls 999",2026-02-15T09:42:28.452Z,177114854845200
"""大炮弟 @ 71ayGh_gzu"" folds",2026-02-15T09:42:27.054Z,177114854705400
"""小姚阿姨 @ 3w343W1v3j"" raises to 999",2026-02-15T09:42:18.539Z,177114853853900
"""Qitong @ qrks3Lg6bS"" calls 200",2026-02-15T09:42:12.231Z,177114853223100
"""大炮弟 @ 71ayGh_gzu"" bets 200",2026-02-15T09:42:10.633Z,177114853063300
"Turn: 2♥, 4♦, Q♦ [5♣]",2026-02-15T09:42:05.466Z,177114852546600
"""小姚阿姨 @ 3w343W1v3j"" calls 100",2026-02-15T09:42:04.660Z,177114852466000
"""Qitong @ qrks3Lg6bS"" calls 100",2026-02-15T09:42:02.760Z,177114852276000
"""女神异闻录 @ vYgaUXvtJ2"" folds",2026-02-15T09:42:01.052Z,177114852105200
"""大炮弟 @ 71ayGh_gzu"" bets 100",2026-02-15T09:41:54.094Z,177114851409400
"Flop:  [2♥, 4♦, Q♦]",2026-02-15T09:41:46.759Z,177114850675900
"""女神异闻录 @ vYgaUXvtJ2"" checks",2026-02-15T09:41:45.931Z,177114850593100
"""大炮弟 @ 71ayGh_gzu"" calls 20",2026-02-15T09:41:44.733Z,177114850473300
"""小姚阿姨 @ 3w343W1v3j"" calls 20",2026-02-15T09:41:43.198Z,177114850319800
"""Wesley @ 4KT6D07Q4u"" folds",2026-02-15T09:41:41.921Z,177114850192100
"""Qitong @ qrks3Lg6bS"" calls 20",2026-02-15T09:41:40.850Z,177114850085000
"""女神异闻录 @ vYgaUXvtJ2"" posts a big blind of 20",2026-02-15T09:41:37.455Z,177114849745508
"""大炮弟 @ 71ayGh_gzu"" posts a small blind of 10",2026-02-15T09:41:37.455Z,177114849745507
"Your hand is 2♠, 5♥",2026-02-15T09:41:37.455Z,177114849745505
"Player stacks: #1 ""Wesley @ 4KT6D07Q4u"" (16104) | #2 ""小姚阿姨 @ 3w343W1v3j"" (8137) | #8 ""大炮弟 @ 71ayGh_gzu"" (4004) | #9 ""女神异闻录 @ vYgaUXvtJ2"" (23954) | #10 ""Qitong @ qrks3Lg6bS"" (10037)",2026-02-15T09:41:37.455Z,177114849745501
"-- starting hand #269 (id: yfjorw4b4v18)  No Limit Texas Hold'em (dealer: ""小姚阿姨 @ 3w343W1v3j"") --",2026-02-15T09:41:37.455Z,177114849745500
"-- ending hand #268 --",2026-02-15T09:41:34.551Z,177114849455102
"""小姚阿姨 @ 3w343W1v3j"" collected 480 from pot",2026-02-15T09:41:34.551Z,177114849455101
"Uncalled bet of 210 returned to ""小姚阿姨 @ 3w343W1v3j""",2026-02-15T09:41:34.551Z,177114849455100
